ItemCount:25
-40.02,-1.17,29.81
-19.9,-1.17,30.1
0.4,-1.17,30.7
21.3,-1.17,30.8
20.96,-1.17,20.81
0.14,-1.17,20.5
-9.97,-1.17,20.68
-19.99,-1.17,20.96
-41.05,-1.17,20.55
-41.1,-1.17,10.8
-20.1,-1.17,11
21.2,-1.17,11.7
40.6,-1.17,31.1
41.2,-1.17,11.3
41.1,-1.17,0.9
20.3,-1.17,1.2
0.2,-1.17,1.1
-20.2,-1.17,1.2
-40.8,-1.17,0.9
-40.7,-1.17,-9.1
-20.2,-1.17,-8.6
0.6,-1.17,-9.2
20.3,-1.17,-9
40.9,-1.17,-9.3
41.1,-1.17,22.2
PlayerCount:8
0.22,-2.798,-48.98
-30.79,-2.798,-48.98
-9.23,-2.798,-48.98
10.32,-2.798,-48.98
31.51,-2.798,-48.98
-40.98,-2.798,-48.98
-19.84,-2.798,-48.98
20.85,-2.798,-48.98
