ItemCount:24
7.51,1.182,9.57
6.823,1.182,10.49
4.49,1.144,12.37
8.55,1.144,14.68
8.908,1.327,18.534
10.182,1.327,20.946
9.71,1.327,25.214
11.079,0.497,24.057
14.668,0.688,22.317
18.314,0.982,20.85
18.314,0.65,18.66
22.34,0.99,19.55
21.213,1.399,16.346
18.79,0.96,7.93
22.781,0.96,7.087
27.92,1.01,9.86
25.862,1.01,16.644
12.719,1.191,9.684
12.693,0.753,4.992
17.2,0.753,4.4
12.4,0.787,17.355
6.972,0.963,27.081
11.092,0.608,23.746
18.667,0.783,12.072
PlayerCount:4
3.33,1.14,18.3
6.69,0.55,2.13
23.83,0.58,3.43
23.01,0.87,25.39
