ItemCount:77
8.994354,-7.5,35.94324
8.994354,-7.5,37.68169
8.994354,-7.5,35.94324
8.994354,-7.5,35.06168
8.994354,-7.5,34.13168
8.994354,-7.5,32.58168
7.152229,-7.5,35.94324
7.412229,-7.5,37.19168
7.332229,-7.5,34.55169
6.882229,-7.5,33.38168
5.870229,-7.5,35.94324
5.99723,-7.5,37.07169
6.412229,-7.5,30.82169
5.87223,-7.5,33.77168
-27.45777,-9.474167,33.77168
-27.45777,-9.474167,35.11169
-27.45777,-9.474167,36.04168
-27.45777,-9.474167,37.09168
-27.45777,-9.474167,38.06168
-27.45777,-9.474167,38.88168
-27.45777,-9.474167,40.02168
-27.45777,-9.474167,41.30169
-27.45777,-9.474167,42.94168
-27.45777,-9.474167,45.75169
-29.87777,-9.474167,45.75169
-29.87777,-9.474167,42.29168
-29.87777,-9.474167,39.90168
-29.87777,-9.474167,37.19168
-29.87777,-9.474167,35.02168
-29.87777,-9.474167,32.67168
-29.87777,-9.474167,30.21169
6.912229,-7.5,32.58168
6.912229,-7.5,33.57169
6.912229,-7.5,34.47168
6.912229,-7.5,34.90168
6.912229,-7.5,35.55169
6.912229,-7.5,36.09168
6.912229,-7.5,36.74168
6.912229,-7.5,37.36169
6.912229,-7.5,37.36169
16.73223,-7.5,18.83168
6.912229,-7.5,37.36169
16.73223,-7.5,15.19168
16.73223,-7.5,13.12169
16.73223,-7.514167,9.781685
16.73223,-7.5,6.431686
16.73223,-7.5,4.191685
16.73223,-7.5,2.261684
16.73223,-7.5,1.431686
16.73223,-7.5,-0.1783142
16.73223,-7.5,-3.268314
16.73223,-7.5,-11.46832
19.20223,-7.5,18.83168
8.5,2.634167,-23.52
16.73223,-7.5,12.56168
19.43223,-7.5,14.32168
19.43223,-7.5,8.541683
19.43223,-7.5,5.971684
19.43223,-7.5,2.161686
19.43223,-7.5,-0.4283142
19.43223,-7.5,-1.488316
19.43223,-7.5,-1.028316
19.43223,-7.5,-6.898315
19.43223,-7.5,-10.62831
-30.86777,-7.5,-1.028316
-30.86777,-7.5,4.211685
-30.86777,-7.5,6.611683
-30.86777,-7.5,7.181686
-30.86777,-7.5,9.481686
-30.86777,-7.5,11.98168
-30.86777,-7.5,11.61168
-30.86777,-7.5,-1.028316
-30.86777,-7.5,17.93168
-30.86777,-7.5,21.78168
-30.86777,-7.5,28.91169
-30.86777,-7.5,32.42168
-30.86777,-7.5,42.05169
PlayerCount:4
9.94,-7.63,33.52
-29.6675,-9.7,37.14271
9.94,-7.63,35.69
-29.6675,-9.7,31.99212
